序号,参试材料编号,干旱处理时期,鉴定时间,抗旱指数,抗旱指数评价的抗旱性,平均隶属函数值/灰色关联系数,隶属函数值/关联系数评价的抗旱性,抗旱性综合评价,抗旱系数,产量干旱,产量对照,株高干旱cm,株高对照cm,分枝数干旱,分枝数对照,主花序长干旱cm,主花序长对照cm,主花序有效角果数干旱,主花序有效角果数对照,全株有效角果数干旱,全株有效角果数对照,主茎角果密度个/cm干旱,主茎角果密度个/cm对照,角粒数干旱,角粒数对照,千粒重干旱g,千粒重对照g,主根长处理cm,主根长对照cm,侧根数处理,侧根数对照,植株总鲜重处理g,植株总鲜重对照g,根鲜重处理g,根鲜重对照g,地上部分鲜重处理g,地上部分鲜重对照g,根冠比处理,根冠比对照,备注
220,094565-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.10 ,MR,0.33 ,S,S,0.33 ,30.70 ,93.60 ,75.00 ,120.00 ,5.33 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
221,094573-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.04 ,S,0.38 ,S,MR,0.10 ,43.40 ,445.00 ,85.00 ,117.00 ,5.33 ,4.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
222,094576-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.30 ,R,0.38 ,S,S,0.30 ,96.80 ,320.20 ,80.00 ,143.00 ,4.67 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
223,094577-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.08 ,S,0.41 ,MR,HS,0.16 ,50.00 ,309.10 ,90.00 ,122.00 ,5.50 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
224,094582-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.03 ,HS,0.49 ,MR,MR,0.11 ,26.90 ,240.30 ,90.00 ,112.00 ,7.50 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
225,094589-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.12 ,MR,0.31 ,S,R,0.21 ,57.00 ,270.20 ,75.00 ,116.00 ,4.75 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
226,094599,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.41 ,R,0.59 ,R,HS,0.32 ,122.60 ,377.90 ,85.00 ,146.00 ,8.00 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
227,12XS242-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.00 ,HS,0.22 ,HS,MR,0.00 ,,56.90 ,70.00 ,105.00 ,4.33 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
228,12XS242-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.35 ,R,0.32 ,S,R,0.94 ,36.50 ,39.00 ,65.00 ,110.00 ,5.50 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
229,12XS242-3-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.79 ,HR,0.42 ,MR,S,0.72 ,106.50 ,147.40 ,75.00 ,136.00 ,5.33 ,14.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
230,12XS247-1-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.06 ,S,0.37 ,S,HR,0.11 ,48.40 ,430.20 ,75.00 ,97.00 ,6.00 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
231,12XS247-2-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.65 ,HR,0.74 ,HR,HR,0.53 ,119.60 ,227.80 ,75.00 ,96.00 ,12.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
232,12XS247-4-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,1.29 ,HR,0.73 ,HR,MR,0.72 ,174.70 ,243.10 ,85.00 ,102.00 ,7.67 ,11.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
233,12XS247-5-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.23 ,MR,0.54 ,R,S,0.30 ,76.40 ,258.80 ,85.00 ,107.00 ,6.67 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
234,12XS247-7-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.09 ,S,0.56 ,R,S,0.17 ,54.80 ,331.50 ,90.00 ,112.00 ,7.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
235,12XS265-1-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.07 ,S,0.51 ,R,MR,0.14 ,51.20 ,361.10 ,90.00 ,153.00 ,7.33 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
236,12XS265-3-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.14 ,MR,0.53 ,R,R,0.24 ,55.70 ,233.50 ,85.00 ,150.00 ,8.00 ,4.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
237,12XS265-8-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.24 ,R,0.59 ,R,S,0.48 ,48.90 ,101.40 ,90.00 ,146.00 ,9.50 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
238,12XS274-1-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.09 ,S,0.33 ,S,HS,0.16 ,56.90 ,366.90 ,85.00 ,112.00 ,3.33 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
239,12XS274-2-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.03 ,HS,0.42 ,MR,HS,0.10 ,30.00 ,294.00 ,85.00 ,143.00 ,5.33 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
240,12XS274-4-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.02 ,HS,0.47 ,MR,HS,0.07 ,28.50 ,418.00 ,90.00 ,136.00 ,6.33 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
241,12XS274-5-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.02 ,HS,0.37 ,S,S,0.09 ,21.90 ,243.70 ,80.00 ,120.00 ,5.50 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
242,12XS274-6-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.04 ,S,0.28 ,HS,HS,0.12 ,35.60 ,303.20 ,70.00 ,122.00 ,3.33 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
243,12XS274-7-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.03 ,HS,0.34 ,S,HS,0.09 ,29.80 ,316.00 ,75.00 ,121.00 ,5.33 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
244,12XS274-8-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.00 ,HS,0.26 ,HS,MR,0.04 ,10.70 ,238.90 ,85.00 ,117.00 ,3.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
245,花油3号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.15 ,MR,0.55 ,R,S,0.19 ,75.00 ,397.30 ,80.00 ,120.00 ,7.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
246,花油5号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.08 ,S,0.30 ,S,S,0.15 ,54.60 ,374.10 ,70.00 ,140.00 ,4.33 ,4.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
247,花油6号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.04 ,S,0.42 ,MR,MR,0.11 ,37.30 ,350.50 ,70.00 ,146.00 ,7.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
248,花油7号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.16 ,MR,0.42 ,MR,S,0.25 ,62.10 ,247.00 ,70.00 ,168.00 ,5.50 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
249,花油8号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.07 ,S,0.32 ,S,HS,0.12 ,60.00 ,516.00 ,60.00 ,162.00 ,4.67 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
250,花油9号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.02 ,HS,0.35 ,S,R,0.08 ,25.70 ,329.70 ,70.00 ,156.00 ,6.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
251,云油杂2号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.57 ,HR,0.40 ,MR,HS,0.38 ,146.00 ,382.70 ,65.00 ,162.00 ,4.67 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
252,云油杂10号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.00 ,HS,0.12 ,HS,HS,0.02 ,7.20 ,302.40 ,55.00 ,162.00 ,4.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
253,云油双1号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.01 ,HS,0.13 ,HS,HS,0.06 ,16.50 ,273.80 ,55.00 ,132.00 ,4.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
254,云油双2号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.02 ,HS,0.12 ,HS,HS,0.13 ,19.00 ,151.20 ,40.00 ,118.00 ,4.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
255,早熟1号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.01 ,HS,0.21 ,HS,S,0.05 ,14.80 ,286.60 ,65.00 ,120.00 ,4.67 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
256,云花油23号,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.08 ,S,0.19 ,HS,HS,0.20 ,41.60 ,213.00 ,60.00 ,138.00 ,3.67 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
257,094581-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.00 ,HS,0.24 ,HS,MR,0.03 ,6.30 ,217.70 ,60.00 ,112.00 ,6.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
258,094560-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.15 ,MR,0.45 ,MR,HS,0.62 ,23.50 ,38.10 ,75.00 ,92.00 ,7.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
259,094564-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.00 ,HS,0.33 ,S,S,0.00 ,,67.90 ,70.00 ,114.00 ,5.33 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
260,12XS242-5-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.06 ,S,0.30 ,S,MR,0.17 ,31.20 ,179.00 ,65.00 ,108.00 ,4.50 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
261,12XS247-6,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.24 ,R,0.35 ,S,S,0.26 ,90.10 ,342.70 ,80.00 ,136.00 ,4.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
262,12XS247-3-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.04 ,S,0.27 ,HS,HS,0.19 ,19.80 ,105.60 ,75.00 ,124.00 ,4.67 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
263,12XS242-4-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.00 ,HS,0.28 ,HS,HS,0.04 ,11.70 ,296.50 ,65.00 ,124.00 ,5.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
264,12XS247-6-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.01 ,HS,0.26 ,HS,S,0.08 ,15.90 ,209.00 ,80.00 ,152.00 ,4.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
265,12XS247-8-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.02 ,HS,0.46 ,MR,MR,0.07 ,23.40 ,330.70 ,85.00 ,126.00 ,6.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
266,12XS256-6-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.14 ,MR,0.54 ,R,S,0.16 ,81.20 ,500.00 ,85.00 ,156.00 ,6.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
267,12XS256-7-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.07 ,S,0.46 ,MR,S,0.13 ,47.40 ,354.00 ,85.00 ,160.00 ,6.50 ,4.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
268,12XS256-1-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.05 ,S,0.38 ,S,S,0.11 ,45.30 ,396.50 ,85.00 ,163.00 ,4.00 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
269,12XS256-2-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.02 ,HS,0.49 ,MR,MR,0.07 ,29.20 ,389.40 ,90.00 ,133.00 ,6.50 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
270,12XS256-3-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.05 ,S,0.50 ,R,R,0.11 ,41.60 ,388.70 ,105.00 ,146.00 ,5.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
271,12XS265-7-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.41 ,R,0.56 ,R,HR,0.40 ,98.80 ,246.00 ,100.00 ,123.00 ,5.67 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
272,12XS265-9-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.73 ,HR,0.67 ,HR,HR,0.54 ,131.50 ,242.80 ,95.00 ,125.00 ,6.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
273,12XS274-3-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.07 ,S,0.35 ,S,MR,0.15 ,41.60 ,273.70 ,90.00 ,120.00 ,4.33 ,10.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
274,12XS282-1-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.17 ,MR,0.39 ,S,HR,0.21 ,75.70 ,352.90 ,100.00 ,140.00 ,4.67 ,15.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
275,12XS282-2-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.59 ,HR,0.61 ,HR,HR,0.53 ,109.70 ,208.40 ,95.00 ,115.00 ,6.00 ,11.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
276,12XS282-3-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,,,0.64 ,HR,R,,78.90 ,,95.00 ,100.00 ,6.50 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
277,12XS242-5-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.47 ,R,0.46 ,MR,HR,0.45 ,101.10 ,224.40 ,90.00 ,95.00 ,3.50 ,10.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
278,12XS247-9-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.78 ,HR,0.60 ,HR,HR,0.48 ,157.60 ,327.00 ,90.00 ,120.00 ,5.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
279,12XS256-4-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.32 ,R,0.51 ,R,MR,0.33 ,91.60 ,274.20 ,90.00 ,125.00 ,4.67 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
280,12XS256-5-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.08 ,S,0.46 ,MR,R,0.18 ,43.70 ,244.00 ,95.00 ,115.00 ,5.33 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
281,12XS256-8-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.46 ,R,0.67 ,HR,HR,0.37 ,122.00 ,333.80 ,100.00 ,135.00 ,7.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
282,12XS256-9-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.87 ,HR,0.67 ,HR,HR,0.57 ,147.00 ,257.00 ,100.00 ,115.00 ,6.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
283,12XS265-2-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.13 ,MR,0.45 ,MR,MR,0.17 ,74.50 ,449.70 ,90.00 ,115.00 ,4.67 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
284,12XS265-4-3,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.15 ,MR,0.61 ,HR,R,0.24 ,63.00 ,266.80 ,100.00 ,140.00 ,7.50 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
285,12XS265-5-1,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.34 ,R,0.60 ,HR,MR,0.32 ,104.60 ,327.90 ,100.00 ,115.00 ,6.50 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
286,12XF161,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.22 ,MR,0.56 ,R,R,0.24 ,87.10 ,362.00 ,100.00 ,100.00 ,5.50 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
287,12NF214-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.46 ,R,0.59 ,R,R,0.36 ,125.10 ,347.40 ,95.00 ,120.00 ,4.33 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
288,11XF304-2,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.39 ,R,0.50 ,R,MR,0.45 ,84.40 ,186.40 ,90.00 ,100.00 ,5.50 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
289,2012DF041,全生育期降雨量60mm 大田鉴定，全生育期不灌溉,2012.9-2013.4,0.12 ,MR,0.48 ,MR,,0.23 ,49.90 ,214.20 ,75.00 ,127.00 ,6.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
290,094530-3,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.35 ,S,0.37 ,S,S,0.89 ,37.90 ,42.50 ,101.00 ,54.00 ,4.00 ,4.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
291,094531-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,3.63 ,HR,0.68 ,HR,HR,1.81 ,195.20 ,108.00 ,117.00 ,70.00 ,5.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
292,094532-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.95 ,R,0.52 ,MR,R,0.97 ,94.80 ,97.40 ,100.00 ,86.00 ,5.00 ,3.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
293,094535-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,1.00 ,R,0.53 ,MR,R,0.82 ,117.80 ,143.40 ,87.00 ,108.00 ,6.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
294,094536-2,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.63 ,MR,0.45 ,MR,MR,0.58 ,105.20 ,181.30 ,93.00 ,119.00 ,5.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
295,094538-2,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.50 ,MR,0.54 ,R,MR,0.43 ,113.70 ,266.00 ,98.00 ,130.00 ,6.00 ,5.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
296,094543-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.04 ,HS,0.44 ,MR,S,0.14 ,27.60 ,204.40 ,95.00 ,116.00 ,5.00 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
297,094546-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.00 ,HS,0.31 ,S,HS,0.00 ,,374.80 ,96.00 ,132.00 ,3.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
298,094547-2,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,,,0.59 ,R,,,66.20 ,,102.00 ,138.00 ,7.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
299,094553-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.76 ,MR,0.42 ,MR,MR,0.46 ,160.20 ,347.70 ,104.00 ,128.00 ,3.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
300,094565-3,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.30 ,S,0.37 ,S,S,0.56 ,52.40 ,93.60 ,83.00 ,120.00 ,4.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
301,094573-2,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.88 ,MR,0.53 ,MR,MR,0.44 ,195.20 ,445.00 ,108.00 ,117.00 ,3.00 ,4.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
302,094576-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.30 ,S,0.47 ,MR,S,0.30 ,96.50 ,320.20 ,98.00 ,143.00 ,5.00 ,6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
303,094577-3,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.01 ,HS,0.28 ,HS,HS,0.06 ,18.70 ,309.10 ,82.00 ,122.00 ,4.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
304,094582-2,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.08 ,HS,0.23 ,HS,HS,0.18 ,42.80 ,240.30 ,82.00 ,112.00 ,3.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
305,094589-3,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.06 ,HS,0.39 ,S,HS,0.14 ,38.50 ,270.20 ,102.00 ,116.00 ,4.00 ,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
306,094599,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.36 ,S,0.48 ,MR,S,0.31 ,115.70 ,377.90 ,88.00 ,146.00 ,5.00 ,9.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
307,12XS242-1,苗期降雨量42.7mm 大田鉴定，苗期不灌溉,2012.9-2013.4,0.00 ,HS,0.03 ,HS,HS,0.02 ,1.30 ,56.90 ,57.00 ,105.00 ,3.00 ,7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,产量为单株产量g，隶属函数法鉴定
